2.000000e-01 4.163336e-17 5.576802e+00 1.585995e+00 -7.596672e-03 1.404971e-04
4.000000e-01 2.775558e-17 3.454202e+00 1.167113e+00 -1.312995e-02 5.095416e-04
6.000000e-01 0.000000e+00 1.954209e+00 8.830102e-01 -1.681173e-02 1.038141e-03
8.000000e-01 1.110223e-16 1.025615e+00 6.346427e-01 -1.885970e-02 1.615619e-03
1.000000e+00 1.110223e-16 9.095789e-01 4.127195e-01 -1.948815e-02 2.137646e-03
1.200000e+00 -1.110223e-16 1.419523e+00 3.173032e-01 -1.888532e-02 2.529008e-03
1.400000e+00 -5.551115e-17 1.932512e+00 5.305963e-01 -1.720506e-02 2.753110e-03
1.600000e+00 5.551115e-17 2.356826e+00 7.159971e-01 -1.457450e-02 2.811956e-03
1.800000e+00 -6.938894e-18 2.679659e+00 8.449370e-01 -1.111228e-02 2.740110e-03
2.000000e+00 3.122502e-17 2.889704e+00 9.238736e-01 -6.953125e-03 2.596775e-03
2.200000e+00 1.387779e-17 2.973416e+00 9.699559e-01 -2.273475e-03 2.458293e-03
2.400000e+00 -1.804112e-16 2.920429e+00 9.971891e-01 2.694074e-03 2.408136e-03
2.600000e+00 0.000000e+00 2.729741e+00 1.019481e+00 7.670729e-03 2.522418e-03
2.800000e+00 0.000000e+00 2.416241e+00 1.048037e+00 1.236951e-02 2.853964e-03
3.000000e+00 5.551115e-17 2.013379e+00 1.071021e+00 1.654466e-02 3.422130e-03
3.200000e+00 1.942890e-16 1.577148e+00 1.057626e+00 2.002737e-02 4.212373e-03
3.400000e+00 8.326673e-17 1.198088e+00 9.864762e-01 2.272961e-02 5.180975e-03
3.600000e+00 -8.326673e-17 9.911479e-01 8.608924e-01 2.462097e-02 6.260855e-03
3.800000e+00 2.914335e-16 1.017917e+00 7.069050e-01 2.569774e-02 7.367773e-03
4.000000e+00 2.775558e-17 1.278990e+00 5.590792e-01 2.596094e-02 8.411503e-03
4.200000e+00 -5.551115e-17 1.641152e+00 5.662517e-01 2.540748e-02 9.309365e-03
4.400000e+00 -6.938894e-17 2.010460e+00 7.526093e-01 2.403197e-02 9.999260e-03
4.600000e+00 -2.775558e-17 2.351720e+00 9.125445e-01 2.183467e-02 1.044770e-02
4.800000e+00 -2.012279e-16 2.643907e+00 1.021414e+00 1.883322e-02 1.065169e-02
5.000000e+00 2.775558e-17 2.866248e+00 1.077580e+00 1.507806e-02 1.063690e-02
5.200000e+00 -4.163336e-17 2.995361e+00 1.093555e+00 1.067089e-02 1.045487e-02
5.400000e+00 1.526557e-16 3.009194e+00 1.086117e+00 5.780249e-03 1.017937e-02
5.600000e+00 1.110223e-16 2.893622e+00 1.070858e+00 6.438509e-04 9.899459e-03
5.800000e+00 -1.665335e-16 2.647714e+00 1.061671e+00 -4.453103e-03 9.706413e-03
6.000000e+00 5.551115e-17 2.289741e+00 1.065620e+00 -9.223628e-03 9.674219e-03
6.200000e+00 -1.665335e-16 1.858362e+00 1.064403e+00 -1.342918e-02 9.843326e-03
6.400000e+00 1.110223e-16 1.418346e+00 1.025690e+00 -1.691098e-02 1.021519e-02
6.600000e+00 3.885781e-16 1.075525e+00 9.332083e-01 -1.958865e-02 1.075582e-02
6.800000e+00 1.110223e-16 9.459086e-01 7.971842e-01 -2.143443e-02 1.140351e-02
7.000000e+00 1.110223e-16 1.076730e+00 6.478602e-01 -2.244355e-02 1.207950e-02
7.200000e+00 -5.551115e-17 1.397099e+00 5.226135e-01 -2.261437e-02 1.270143e-02
