2.500000e-02 -8.147686e-02 1.083286e-01
7.500000e-02 -1.813105e-01 1.993542e-01
1.250000e-01 -2.477140e-01 2.461040e-01
1.750000e-01 -2.839269e-01 2.705273e-01
2.250000e-01 -2.804109e-01 2.677565e-01
2.750000e-01 -2.446999e-01 2.402522e-01
3.250000e-01 -1.971388e-01 1.978433e-01
3.750000e-01 -1.519369e-01 1.511223e-01
4.250000e-01 -1.107872e-01 1.059725e-01
4.750000e-01 -7.075183e-02 6.289281e-02
5.250000e-01 -3.013920e-02 2.025525e-02
5.750000e-01 1.142652e-02 -2.304376e-02
6.250000e-01 5.438167e-02 -6.729021e-02
6.750000e-01 9.958506e-02 -1.123282e-01
7.250000e-01 1.474787e-01 -1.576637e-01
7.750000e-01 1.965468e-01 -2.045699e-01
8.250000e-01 2.419816e-01 -2.614363e-01
8.750000e-01 2.773828e-01 -3.370879e-01
9.250000e-01 2.970374e-01 -3.922835e-01
9.750000e-01 5.544724e-01 -3.147055e-01
