8.000000e-02 0.000000e+00 4.670667e+01 9.367004e+00
1.600000e-01 -2.775558e-16 2.357941e+01 5.999294e+00
2.400000e-01 -1.665335e-16 1.490538e+01 4.528004e+00
3.200000e-01 -3.330669e-16 1.092712e+01 3.776365e+00
4.000000e-01 -3.330669e-16 8.711956e+00 3.363933e+00
4.800000e-01 1.110223e-16 7.287743e+00 3.122190e+00
5.600000e-01 -1.110223e-16 6.287122e+00 2.975388e+00
6.400000e-01 -4.996004e-16 5.544282e+00 2.883282e+00
7.200000e-01 -2.220446e-16 4.968451e+00 2.821969e+00
8.000000e-01 5.551115e-17 4.510938e+00 2.777185e+00
8.800000e-01 -6.661338e-16 4.142254e+00 2.741934e+00
9.600000e-01 -5.551115e-17 3.843368e+00 2.711239e+00
1.040000e+00 4.440892e-16 3.599234e+00 2.681294e+00
1.120000e+00 -3.885781e-16 3.399553e+00 2.651353e+00
1.200000e+00 -1.110223e-16 3.235721e+00 2.618885e+00
1.280000e+00 -1.332268e-15 3.100286e+00 2.583771e+00
1.360000e+00 -3.885781e-16 2.988003e+00 2.545316e+00
1.440000e+00 -1.110223e-16 2.893827e+00 2.504046e+00
1.520000e+00 8.326673e-16 2.814427e+00 2.460397e+00
1.600000e+00 -4.440892e-16 2.746359e+00 2.415023e+00
1.680000e+00 7.771561e-16 2.687532e+00 2.368673e+00
1.760000e+00 -3.885781e-16 2.635929e+00 2.321915e+00
1.840000e+00 7.771561e-16 2.589787e+00 2.275511e+00
1.920000e+00 1.665335e-16 2.547790e+00 2.229675e+00
2.000000e+00 5.551115e-17 2.508955e+00 2.184892e+00
2.080000e+00 -2.220446e-16 2.472914e+00 2.141295e+00
2.160000e+00 -1.110223e-16 2.438674e+00 2.099129e+00
2.240000e+00 -4.440892e-16 2.405993e+00 2.058358e+00
2.320000e+00 -3.885781e-16 2.374619e+00 2.019148e+00
2.400000e+00 8.881784e-16 2.344300e+00 1.981411e+00
2.480000e+00 2.775558e-16 2.314950e+00 1.945084e+00
2.560000e+00 -1.665335e-16 2.286350e+00 1.910212e+00
2.640000e+00 -9.436896e-16 2.258553e+00 1.876591e+00
2.720000e+00 1.110223e-16 2.231305e+00 1.844254e+00
2.800000e+00 1.665335e-16 2.204575e+00 1.813043e+00
2.880000e+00 -1.665335e-16 2.178414e+00 1.782914e+00
2.960000e+00 -4.996004e-16 2.152712e+00 1.753920e+00
3.040000e+00 5.551115e-16 2.127492e+00 1.725849e+00
3.120000e+00 7.216450e-16 2.102741e+00 1.698783e+00
3.200000e+00 1.110223e-16 2.078397e+00 1.672671e+00
3.280000e+00 -4.440892e-16 2.054514e+00 1.647368e+00
3.360000e+00 -3.330669e-16 2.031004e+00 1.622918e+00
3.440000e+00 -7.216450e-16 2.007847e+00 1.599265e+00
3.520000e+00 4.996004e-16 1.985111e+00 1.576301e+00
3.600000e+00 -1.054712e-15 1.962689e+00 1.554092e+00
3.680000e+00 4.996004e-16 1.940597e+00 1.532583e+00
3.760000e+00 -2.220446e-16 1.918841e+00 1.511659e+00
3.840000e+00 -6.661338e-16 1.897414e+00 1.491403e+00
3.920000e+00 -8.326673e-16 1.876249e+00 1.471768e+00
4.000000e+00 -1.665335e-16 1.855380e+00 1.452624e+00
4.080000e+00 3.330669e-16 1.834789e+00 1.434041e+00
4.160000e+00 8.881784e-16 1.814438e+00 1.416026e+00
4.240000e+00 -7.771561e-16 1.794338e+00 1.398466e+00
4.320000e+00 -9.436896e-16 1.774492e+00 1.381362e+00
4.400000e+00 7.216450e-16 1.754866e+00 1.364751e+00
4.480000e+00 6.661338e-16 1.735450e+00 1.348595e+00
4.560000e+00 0.000000e+00 1.716248e+00 1.332794e+00
