1.250000e-02 -4.541975e-02 7.899289e-02
3.750000e-02 -1.165308e-01 1.807404e-01
6.250000e-02 -1.745891e-01 2.404771e-01
8.750000e-02 -2.264056e-01 2.779980e-01
1.125000e-01 -2.729165e-01 3.043152e-01
1.375000e-01 -3.099266e-01 3.216192e-01
1.625000e-01 -3.325082e-01 3.289159e-01
1.875000e-01 -3.382187e-01 3.257382e-01
2.125000e-01 -3.284321e-01 3.130970e-01
2.375000e-01 -3.077364e-01 2.931705e-01
2.625000e-01 -2.816805e-01 2.686127e-01
2.875000e-01 -2.545317e-01 2.418522e-01
3.125000e-01 -2.284821e-01 2.146296e-01
3.375000e-01 -2.040924e-01 1.878837e-01
3.625000e-01 -1.810655e-01 1.619143e-01
3.875000e-01 -1.588466e-01 1.366467e-01
4.125000e-01 -1.369501e-01 1.118637e-01
4.375000e-01 -1.150658e-01 8.734635e-02
4.625000e-01 -9.304049e-02 6.293064e-02
4.875000e-01 -7.081570e-02 3.851040e-02
5.125000e-01 -4.837165e-02 1.401824e-02
5.375000e-01 -2.569106e-02 -1.059523e-02
5.625000e-01 -2.742004e-03 -3.537440e-02
5.875000e-01 2.052841e-02 -6.036176e-02
6.125000e-01 4.419628e-02 -8.559180e-02
6.375000e-01 6.836214e-02 -1.110777e-01
6.625000e-01 9.314984e-02 -1.367968e-01
6.875000e-01 1.186977e-01 -1.626881e-01
7.125000e-01 1.451328e-01 -1.886956e-01
7.375000e-01 1.725195e-01 -2.149182e-01
7.625000e-01 2.007759e-01 -2.419403e-01
7.875000e-01 2.295669e-01 -2.713288e-01
8.125000e-01 2.582006e-01 -3.059083e-01
8.375000e-01 2.855743e-01 -3.487290e-01
8.625000e-01 3.102040e-01 -3.993201e-01
8.875000e-01 3.304582e-01 -4.471510e-01
9.125000e-01 3.464522e-01 -4.651208e-01
9.375000e-01 3.741889e-01 -4.098793e-01
9.625000e-01 4.815230e-01 -2.475092e-01
9.875000e-01 7.745285e-01 -4.828630e-02
