2.500000e-02 -9.001078e-02 1.077238e-01
7.500000e-02 -1.923353e-01 1.972990e-01
1.250000e-01 -2.512619e-01 2.419312e-01
1.750000e-01 -2.772537e-01 2.634150e-01
2.250000e-01 -2.655454e-01 2.582640e-01
2.750000e-01 -2.272681e-01 2.297498e-01
3.250000e-01 -1.827848e-01 1.887692e-01
3.750000e-01 -1.416067e-01 1.450038e-01
4.250000e-01 -1.029662e-01 1.025116e-01
4.750000e-01 -6.498978e-02 6.135526e-02
5.250000e-01 -2.657977e-02 2.042595e-02
5.750000e-01 1.274366e-02 -2.103816e-02
6.250000e-01 5.332236e-02 -6.338891e-02
6.750000e-01 9.602911e-02 -1.066144e-01
7.250000e-01 1.407453e-01 -1.505062e-01
7.750000e-01 1.874709e-01 -1.961618e-01
8.250000e-01 2.303995e-01 -2.504735e-01
8.750000e-01 2.661346e-01 -3.242272e-01
9.250000e-01 2.856410e-01 -3.942324e-01
9.750000e-01 5.501161e-01 -3.098061e-01
