1.250000e-02 -5.587040e-03 8.985791e-03
3.750000e-02 -1.249045e-02 2.048895e-02
6.250000e-02 -1.702440e-02 2.776144e-02
8.750000e-02 -2.002822e-02 3.202521e-02
1.125000e-01 -2.206562e-02 3.425748e-02
1.375000e-01 -2.355575e-02 3.523135e-02
1.625000e-01 -2.479104e-02 3.548310e-02
1.875000e-01 -2.596162e-02 3.534277e-02
2.125000e-01 -2.718351e-02 3.499362e-02
2.375000e-01 -2.852365e-02 3.452862e-02
2.625000e-01 -3.001870e-02 3.399057e-02
2.875000e-01 -3.168701e-02 3.339563e-02
3.125000e-01 -3.353542e-02 3.274519e-02
3.375000e-01 -3.556223e-02 3.203083e-02
3.625000e-01 -3.775774e-02 3.123558e-02
3.875000e-01 -4.010317e-02 3.033316e-02
4.125000e-01 -4.256875e-02 2.928628e-02
4.375000e-01 -4.511089e-02 2.804416e-02
4.625000e-01 -4.766887e-02 2.653965e-02
4.875000e-01 -5.016149e-02 2.468618e-02
5.125000e-01 -5.248418e-02 2.237509e-02
5.375000e-01 -5.450728e-02 1.947399e-02
5.625000e-01 -5.607719e-02 1.582743e-02
5.875000e-01 -5.702215e-02 1.126148e-02
6.125000e-01 -5.716471e-02 5.594107e-03
6.375000e-01 -5.634250e-02 -1.350339e-03
6.625000e-01 -5.443604e-02 -9.727782e-03
6.875000e-01 -5.139847e-02 -1.958897e-02
7.125000e-01 -4.727839e-02 -3.082664e-02
7.375000e-01 -4.222492e-02 -4.308883e-02
7.625000e-01 -3.646351e-02 -5.569418e-02
7.875000e-01 -3.022666e-02 -6.756744e-02
8.125000e-01 -2.359906e-02 -7.723208e-02
8.375000e-01 -1.615909e-02 -8.291485e-02
8.625000e-01 -6.108250e-03 -8.283576e-02
8.875000e-01 1.173563e-02 -7.575069e-02
9.125000e-01 4.922593e-02 -6.170409e-02
9.375000e-01 1.356196e-01 -4.259670e-02
9.625000e-01 3.292042e-01 -2.176841e-02
9.875000e-01 7.170925e-01 -3.270895e-03
