5.000000e-03 -4.336809e-19 3.354280e+00 1.037596e+00
1.000000e-02 1.734723e-18 3.331898e+00 1.031615e+00
1.500000e-02 -5.204170e-18 3.309696e+00 1.025686e+00
2.000000e-02 0.000000e+00 3.287672e+00 1.019810e+00
2.500000e-02 1.734723e-18 3.265826e+00 1.013985e+00
3.000000e-02 -5.204170e-18 3.244156e+00 1.008212e+00
3.500000e-02 3.469447e-18 3.222660e+00 1.002490e+00
4.000000e-02 3.469447e-18 3.201337e+00 9.968184e-01
4.500000e-02 1.040834e-17 3.180185e+00 9.911981e-01
5.000000e-02 -1.040834e-17 3.159202e+00 9.856286e-01
5.500000e-02 0.000000e+00 3.138388e+00 9.801099e-01
6.000000e-02 -3.469447e-18 3.117740e+00 9.746419e-01
6.500000e-02 -1.040834e-17 3.097257e+00 9.692246e-01
7.000000e-02 1.040834e-17 3.076938e+00 9.638581e-01
7.500000e-02 -1.040834e-17 3.056781e+00 9.585424e-01
8.000000e-02 6.938894e-18 3.036784e+00 9.532778e-01
8.500000e-02 -6.938894e-18 3.016947e+00 9.480642e-01
9.000000e-02 6.938894e-18 2.997267e+00 9.429018e-01
9.500000e-02 1.387779e-17 2.977744e+00 9.377908e-01
1.000000e-01 -1.387779e-17 2.958375e+00 9.327315e-01
1.050000e-01 4.857226e-17 2.939160e+00 9.277238e-01
1.100000e-01 0.000000e+00 2.920097e+00 9.227682e-01
1.150000e-01 1.387779e-17 2.901184e+00 9.178647e-01
1.200000e-01 2.775558e-17 2.882421e+00 9.130137e-01
1.250000e-01 -6.938894e-18 2.863806e+00 9.082153e-01
1.300000e-01 6.938894e-18 2.845337e+00 9.034697e-01
1.350000e-01 0.000000e+00 2.827013e+00 8.987772e-01
1.400000e-01 -2.775558e-17 2.808833e+00 8.941380e-01
1.450000e-01 -2.775558e-17 2.790796e+00 8.895524e-01
1.500000e-01 -6.938894e-18 2.772900e+00 8.850206e-01
1.550000e-01 -6.938894e-18 2.755143e+00 8.805428e-01
1.600000e-01 -6.938894e-18 2.737526e+00 8.761192e-01
