0.0002325908323470571,-6.66569022200747e-10,3.767887958794347e-05,-0.001389153879767235
0.0003651062175098474,-1.77315939708933e-11,1.517583115173693e-06,-0.0001562339343550434
0.0003410628514703973,-8.348877145181177e-14,1.690389517250424e-08,-9.598096896823449e-06
0.0002346956767826924,-1.77635683940025e-15,5.395861535362201e-10,-1.200646940091588e-06
0.0001386434721855068,0,1.70228275919726e-11,-1.502399911146313e-07
6.141937824644117e-05,0,1.740829702612245e-13,-9.619576246677752e-09
3.178285179750162e-05,0,5.329070518200751e-15,-1.202536736855109e-09
1.616759702649517e-05,0,0,-1.50318868463728e-10
6.534351086884271e-06,1.77635683940025e-15,0,-9.618972285352356e-12
3.278481138124789e-06,0,-1.77635683940025e-15,-1.20436993711337e-12
1.642075158514444e-06,0,0,-1.509903313490213e-13
