1.678624338765548e-06,4.745892820658752e-07,2.01239272610765e-08,4.494943625569863e-18,6.220536871303659e-105,5.333638709620742e-269,-1.377856666652025e-268,1.944055209393599e-06,1.559604358343367e-07,4.494943625569863e-17,6.220536871303659e-104,4.933615806399187e-268
1.398322690803185e-06,1.261479796801597e-06,1.993262408398401e-07,9.493462680178927e-09,1.086692090005987e-10,2.427269557807726e-20,-1.436134488369571e-19,1.753595104825388e-06,7.855795675702563e-07,7.459461866860742e-08,1.928878435798082e-09,4.672493898779871e-19
1.732789262809275e-06,1.766049160043107e-06,6.633012191352737e-07,8.994339343611258e-08,5.122431422669268e-09,1.097830671549112e-10,-3.475295580413768e-10,7.39352987872948e-07,1.471113921565357e-06,3.748892095909408e-07,3.445120473811485e-08,1.222227024880966e-09
1.976349813649177e-06,1.891704923229278e-06,1.293951596496658e-06,3.439880670949102e-07,4.244219451703359e-08,2.464563547805977e-09,-3.625189069887943e-09,-2.789093068534781e-08,1.555042776981126e-06,9.143740378937517e-07,1.805054751104095e-07,1.520461819453846e-08
1.960863194659472e-06,1.832284838301404e-06,1.80373895206616e-06,8.1672368742858e-07,1.762318058721473e-07,1.877674966753125e-08,-1.521791617765553e-08,-1.900441742802258e-07,9.16753099937835e-07,1.398319558430848e-06,5.20932998926724e-07,8.038162968014299e-08
1.840979398831859e-06,1.791139859919372e-06,1.995673035245519e-06,1.399501058999845e-06,4.793567932351244e-07,8.19386192620938e-08,-3.363630599151783e-08,1.466646807963508e-09,7.418829562972999e-08,1.416140532943748e-06,9.971717150715948e-07,2.59509736666985e-07
1.789982213443258e-06,1.827090692547174e-06,1.919954738268759e-06,1.867377968543441e-06,9.587946013218194e-07,2.470951544214049e-07,-2.953249594073076e-08,1.511961840315826e-07,-3.595328523523933e-07,8.517286699900185e-07,1.34784066894996e-06,5.883162794861719e-07
1.835388931848254e-06,1.882324730410075e-06,1.788539429196874e-06,2.046347324448215e-06,1.498835306972809e-06,5.646664058909328e-07,6.563857323576409e-08,1.015095899867528e-07,-2.339361662978506e-07,5.8064385599479e-08,1.266129937230895e-06,9.972773059862188e-07
1.895165188301261e-06,1.894954753542215e-06,1.764404621448391e-06,1.955109165537693e-06,1.902419935010705e-06,1.030387079040559e-06,3.317094288231567e-07,-3.386957760929703e-08,1.031406385224926e-07,-4.312313745541107e-07,6.933065331520722e-07,1.290170934483248e-06
1.901077145853203e-06,1.866572189550542e-06,1.841885833818036e-06,1.778558546823755e-06,2.028067234421689e-06,1.551189930299704e-06,7.928862901585208e-07,-8.879591515279721e-08,2.342018971031966e-07,-3.766833896859562e-07,-4.495273505390111e-08,1.246441802977519e-06
1.8637621556366e-06,1.840228967372207e-06,1.908357687418616e-06,1.699308675060383e-06,1.910383175850997e-06,1.971456623748703e-06,1.361801330454902e-06,-3.390914364058877e-08,7.000316297752163e-08,-1.059891812595268e-08,-4.575113449537135e-07,8.00403563029188e-07
1.836604616136369e-06,1.841680048752299e-06,1.887795776257323e-06,1.755055792496797e-06,1.741561047524057e-06,2.160873571658109e-06,1.858467643789648e-06,3.253103496824217e-08,-1.549007123197398e-07,2.453012292995977e-07,-3.068264124421073e-07,1.433338074925788e-07
1.845640522747572e-06,1.855473690210076e-06,1.810541855398927e-06,1.851868007031208e-06,1.712863025808957e-06,2.104275023920545e-06,2.114289495721437e-06,2.374724772019224e-08,-1.949268776248305e-07,2.009082534114147e-07,1.700354976206099e-07,-3.743686763819925e-07
1.866899725361918e-06,1.851914196803911e-06,1.760644658678681e-06,1.894808336248135e-06,1.855265688963911e-06,1.916949465376733e-06,2.089278535995526e-06,-4.275113757285987e-08,-3.864262856660939e-08,1.973275021757701e-08,4.770235752598329e-07,-4.921830829797793e-07
1.862988101756215e-06,1.824656272466233e-06,1.783283364416376e-06,1.884648258932833e-06,2.028626160793122e-06,1.763663548884341e-06,1.902628534903175e-06,-8.234477462021907e-08,1.381777075300264e-07,-4.011659034543806e-08,3.206279021004569e-07,-2.357447028171964e-07
1.827338624426159e-06,1.797374773149014e-06,1.853347769316343e-06,1.887311179964452e-06,2.068085095635319e-06,1.742726348753018e-06,1.742447046875537e-06,-4.213558610125713e-08,1.901312533317554e-07,6.335728545040059e-08,-1.29889285222757e-07,1.166035845053e-07
1.789112343089912e-06,1.798847436798726e-06,1.918316105106971e-06,1.933047120987868e-06,1.943593687341998e-06,1.82947007415697e-06,1.726216737682899e-06,5.177388072739771e-08,1.25050383651487e-07,1.403001322588122e-07,-4.344943656624887e-07,2.723127770799228e-07
1.782519989263396e-06,1.836962896521e-06,1.949791970948649e-06,1.973059300822158e-06,1.779496289541701e-06,1.921534208343862e-06,1.828851360134616e-06,1.310770571067304e-07,3.454399736307571e-08,3.136984318105116e-08,-3.2370627468279e-07,1.560663883330383e-07
1.817964325285833e-06,1.894912428320242e-06,1.949840737909285e-06,1.941802508844818e-06,1.724395451795583e-06,1.938364673144095e-06,1.933413839304881e-06,1.474392131824242e-07,-3.207340456103281e-08,-1.816031617425328e-07,5.532986452227934e-08,-6.65997378402755e-08
1.879338914794327e-06,1.945548823947652e-06,1.925827527842462e-06,1.845000557850112e-06,1.808590800853205e-06,1.88415059190383e-06,1.948541516554171e-06,9.681600416131592e-08,-8.83309697831139e-08,-2.639155953487172e-07,3.171644060035429e-07,-1.746551573456166e-07
0,0,0,0,0,0,0,0,0,0,0,0
